round,region,country,year,status,reports,datasets,filename,url
MICS3,Eastern and Southern Africa,Malawi,2006,Completed,Final,Available,Malawi 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Eastern%20and%20Southern%20Africa/Malawi/2006/Datasets/Malawi%202006%20MICS_Datasets.zip
MICS3,West and Central Africa,Sao Tome and Principe,2006,Completed,Final,Not available,,
MICS3,Eastern and Southern Africa,Somalia,2006,Completed,Final,Available,Somalia 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Eastern%20and%20Southern%20Africa/Somalia/2006/Datasets/Somalia%202006%20MICS_Datasets.zip
MICS3,Latin America and Caribbean,Suriname,2006,Completed,Final,Available,Suriname 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Latin%20America%20and%20Caribbean/Suriname/2006/Datasets/Suriname%202006%20MICS_Datasets.zip
MICS3,Middle East and North Africa,Syrian Arab Republic,2006,Completed,Final,Available,Syrian Arab Republic 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Middle%20East%20and%20North%20Africa/Syrian%20Arab%20Republic/2006/Datasets/Syrian%20Arab%20Republic%202006%20MICS_Datasets.zip
MICS3,Middle East and North Africa,Syrian Arab Republic (Palestinian Refugee Camps and Gatherings),2006,Completed,Final,Not available,,
MICS3,West and Central Africa,Togo,2006,Completed,Final,Available,Togo 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/West%20and%20Central%20Africa/Togo/2006/Datasets/Togo%202006%20MICS_Datasets.zip
MICS3,Latin America and Caribbean,Trinidad and Tobago,2006,Completed,Final,Available,Trinidad and Tobago 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Latin%20America%20and%20Caribbean/Trinidad%20and%20Tobago/2006/Datasets/Trinidad%20and%20Tobago%202006%20MICS_Datasets.zip
MICS3,Middle East and North Africa,Tunisia,2006,Completed,Final,Not available,,
MICS3,Europe and Central Asia,Turkmenistan,2006,Completed,Final,Available,Turkmenistan 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Turkmenistan/2006/Datasets/Turkmenistan%202006%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Uzbekistan,2006,Completed,Final,Available,Uzbekistan 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Uzbekistan/2006/Datasets/Uzbekistan%202006%20MICS_Datasets.zip
MICS3,East Asia and the Pacific,Viet Nam,2006,Completed,Final,Available,Viet Nam 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/East%20Asia%20and%20the%20Pacific/Viet%20Nam/2006/Datasets/Viet%20Nam%202006%20MICS_Datasets.zip
MICS3,Middle East and North Africa,Yemen,2006,Completed,Final,Available,Yemen 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Middle%20East%20and%20North%20Africa/Yemen/2006/Datasets/Yemen%202006%20MICS_Datasets.zip
MICS3,West and Central Africa,Gambia,2005-2006,Completed,Final,Available,Gambia 2005-06 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/West%20and%20Central%20Africa/Gambia/2005-2006/Datasets/Gambia%202005-06%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Kyrgyzstan,2005-2006,Completed,Final,Available,Kyrgyzstan 2005-06 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Kyrgyzstan/2005-2006/Datasets/Kyrgyzstan%202005-06%20MICS_Datasets.zip
MICS3,Middle East and North Africa,Lebanon (Palestinians),2005-2006,Completed,Final,Available,Lebanon (Palestinians) 2006 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Middle%20East%20and%20North%20Africa/Lebanon%20%28Palestinians%29/2005-2006/Datasets/Lebanon%20%28Palestinians%29%202006%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Montenegro,2005-2006,Completed,Final,Available,Montenegro 2005-06 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Montenegro/2005-2006/Datasets/Montenegro%202005-06%20MICS_Datasets.zip
MICS3,Europe and Central Asia,"North Macedonia, Republic of",2005-2006,Completed,Final,Available,Macedonia 2005-06 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/North%20Macedonia%2C%20Republic%20of/2005-2006/Datasets/Macedonia%202005-06%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Serbia,2005-2006,Completed,Final,Available,Serbia 2005-06 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Serbia/2005-2006/Datasets/Serbia%202005-06%20MICS_Datasets.zip
MICS3,West and Central Africa,Sierra Leone,2005-2006,Completed,Final,Available,Sierra Leone 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/West%20and%20Central%20Africa/Sierra%20Leone/2005-2006/Datasets/Sierra%20Leone%202005%20MICS_Datasets.zip
MICS3,East Asia and the Pacific,Thailand,2005-2006,Completed,Final,Available,Thailand 2005-06 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/East%20Asia%20and%20the%20Pacific/Thailand/2005-2006/Datasets/Thailand%202005-06%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Albania,2005,Completed,Final,Available,Albania 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Albania/2005/Datasets/Albania%202005%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Belarus,2005,Completed,Final,Available,Belarus 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Belarus/2005/Datasets/Belarus%202005%20MICS_Datasets.zip
MICS3,Eastern and Southern Africa,Burundi,2005,Completed,Final,Available,Burundi 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Eastern%20and%20Southern%20Africa/Burundi/2005/Datasets/Burundi%202005%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Georgia,2005,Completed,Final,Available,Georgia 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Georgia/2005/Datasets/Georgia%202005%20MICS_Datasets.zip
MICS3,Latin America and Caribbean,Jamaica,2005,Completed,Final,Available,Jamaica 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Latin%20America%20and%20Caribbean/Jamaica/2005/Datasets/Jamaica%202005%20MICS_Datasets.zip
MICS3,East Asia and the Pacific,Mongolia,2005,Completed,Final,Available,Mongolia 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/East%20Asia%20and%20the%20Pacific/Mongolia/2005/Datasets/Mongolia%202005%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Tajikistan,2005,Completed,Final,Available,Tajikistan 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Tajikistan/2005/Datasets/Tajikistan%202005%20MICS_Datasets.zip
MICS3,Europe and Central Asia,Ukraine,2005,Completed,Final,Available,Ukraine 2005 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS3/Europe%20and%20Central%20Asia/Ukraine/2005/Datasets/Ukraine%202005%20MICS_Datasets.zip
MICS2,South Asia,Afghanistan,2003,Completed,Final,Not available,,
MICS2,Middle East and North Africa,Libya,2003,Completed,Preliminary,Not available,,
MICS2,Eastern and Southern Africa,Angola,2001,Completed,Final,Available,Angola 2001 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Angola/2001/Datasets/Angola%202001%20MICS_Datasets.zip
MICS2,West and Central Africa,"Congo, Democratic Republic of the",2001,Completed,Final,Available,"Congo, Democratic Republic of 2001 MICS_Datasets.zip",https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Congo%2C%20Democratic%20Republic%20of%20the/2001/Datasets/Congo%2C%20Democratic%20Republic%20of%202001%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Lebanon (Palestinians),2001,Completed,Final,Not available,,
MICS2,South Asia,Maldives,2001,Completed,Final,Not available,,
MICS2,South Asia,Afghanistan (Selected Regions of East),2000,Completed,Final,Not available,,
MICS2,Europe and Central Asia,Albania,2000,Completed,Final,Available,Albania 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Albania/2000/Datasets/Albania%202000%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Algeria,2000,Completed,Final,Not available,,
MICS2,Europe and Central Asia,Azerbaijan,2000,Completed,Final,Available,Azerbaijan 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Azerbaijan/2000/Datasets/Azerbaijan%202000%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Bahrain,2000,Completed,Not available,Not available,,
MICS2,Latin America and Caribbean,"Bolivia, Plurinational State of",2000,Completed,Final,Available,Bolivia 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Bolivia%2C%20Plurinational%20State%20of/2000/Datasets/Bolivia%202000%20MICS_Datasets.zip
MICS2,Europe and Central Asia,Bosnia and Herzegovina,2000,Completed,Final,Available,Bosnia and Herzegovina 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Bosnia%20and%20Herzegovina/2000/Datasets/Bosnia%20and%20Herzegovina%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Botswana,2000,Completed,Final,Available,Botswana 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Botswana/2000/Datasets/Botswana%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Burundi,2000,Completed,Final,Available,Burundi 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Burundi/2000/Datasets/Burundi%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Cameroon,2000,Completed,Final,Available,Cameroon 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Cameroon/2000/Datasets/Cameroon%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Central African Republic,2000,Completed,Final,Available,Central African Republic 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Central%20African%20Republic/2000/Datasets/Central%20African%20Republic%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Chad,2000,Completed,Final,Available,Chad 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Chad/2000/Datasets/Chad%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Comoros,2000,Completed,Final,Available,Comoros 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Comoros/2000/Datasets/Comoros%202000%20MICS_Datasets.zip
MICS2,Latin America and Caribbean,Cuba,2000,Completed,Final,Not available,,
MICS2,West and Central Africa,Cﾃｴte d'Ivoire,2000,Completed,Final,Available,Cote d'Ivoire 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/C%C3%B4te%20d%27Ivoire/2000/Datasets/Cote%20d%27Ivoire%202000%20MICS_Datasets.zip
MICS2,Latin America and Caribbean,Dominican Republic,2000,Completed,Final,Available,Dominican Republic 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Dominican%20Republic/2000/Datasets/Dominican%20Republic%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Equatorial Guinea,2000,Completed,Final,Available,Equatorial Guinea 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Equatorial%20Guinea/2000/Datasets/Equatorial%20Guinea%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Eswatini,2000,Completed,Final,Available,Swaziland 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Eswatini/2000/Datasets/Swaziland%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Gambia,2000,Completed,Final,Available,Gambia 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Gambia/2000/Datasets/Gambia%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Guinea-Bissau,2000,Completed,Final,Available,Guinea Bissau 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Guinea-Bissau/2000/Datasets/Guinea%20Bissau%202000%20MICS_Datasets.zip
MICS2,Latin America and Caribbean,Guyana,2000,Completed,Final,Available,Guyana 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Guyana/2000/Datasets/Guyana%202000%20MICS_Datasets.zip
MICS2,South Asia,India,2000,Completed,Final,Not available,,
MICS2,East Asia and the Pacific,Indonesia,2000,Completed,Final,Available,Indonesia MICS2 2000_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/East%20Asia%20and%20the%20Pacific/Indonesia/2000/Datasets/Indonesia%20MICS2%202000_Datasets.zip
MICS2,Middle East and North Africa,Iraq,2000,Completed,Final,Available,Iraq 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Middle%20East%20and%20North%20Africa/Iraq/2000/Datasets/Iraq%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Kenya,2000,Completed,Preliminary,Available,Kenya 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Kenya/2000/Datasets/Kenya%202000%20MICS_Datasets.zip
MICS2,East Asia and the Pacific,"Korea, Democratic People's Republic of",2000,Completed,Final,Restricted,,
MICS2,East Asia and the Pacific,Lao People's Democratic Republic,2000,Completed,Final,Available,Lao PDR 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/East%20Asia%20and%20the%20Pacific/Lao%20People%27s%20Democratic%20Republic/2000/Datasets/Lao%20PDR%202000%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Lebanon,2000,Completed,Preliminary,Not available,,
MICS2,Eastern and Southern Africa,Lesotho,2000,Completed,Final,Available,Lesotho 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Lesotho/2000/Datasets/Lesotho%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Madagascar,2000,Completed,Final,Available,Madagascar 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Madagascar/2000/Datasets/Madagascar%202000%20MICS_Datasets.zip
MICS2,Europe and Central Asia,"Moldova, Republic of",2000,Completed,Final,Available,Moldova 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Moldova%2C%20Republic%20of/2000/Datasets/Moldova%202000%20MICS_Datasets.zip
MICS2,East Asia and the Pacific,Mongolia,2000,Completed,Final,Available,Mongolia 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/East%20Asia%20and%20the%20Pacific/Mongolia/2000/Datasets/Mongolia%202000%20MICS_Datasets.zip
MICS2,East Asia and the Pacific,"Myanmar, Republic of the Union of",2000,Completed,Final,Available,Myanmar 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/East%20Asia%20and%20the%20Pacific/Myanmar%2C%20Republic%20of%20the%20Union%20of/2000/Datasets/Myanmar%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Niger,2000,Completed,Final,Available,Niger 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Niger/2000/Datasets/Niger%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Rwanda,2000,Completed,Final,Available,Rwanda 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Rwanda/2000/Datasets/Rwanda%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Sao Tome and Principe,2000,Completed,Final,Available,Sao Tome and Principle 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Sao%20Tome%20and%20Principe/2000/Datasets/Sao%20Tome%20and%20Principle%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Senegal,2000,Completed,Final,Available,Senegal 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Senegal/2000/Datasets/Senegal%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Sierra Leone,2000,Completed,Final,Available,Sierra Leone 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Sierra%20Leone/2000/Datasets/Sierra%20Leone%202000%20MICS_Datasets.zip
MICS2,Eastern and Southern Africa,Somalia,2000,Completed,Final,Not available,,
MICS2,Middle East and North Africa,State of Palestine (West Bank and Gaza Strip),2000,Completed,Final,Not available,,
MICS2,Middle East and North Africa,"Sudan (including current South Sudan, Republic of)",2000,Completed,Final,Available,Sudan 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Middle%20East%20and%20North%20Africa/Sudan%20%28including%20current%20South%20Sudan%2C%20Republic%20of%29/2000/Datasets/Sudan%202000%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Syrian Arab Republic,2000,Completed,Preliminary,Not available,,
MICS2,Middle East and North Africa,Syrian Arab Republic (Palestinian Refugee Camps and Gatherings),2000,Completed,Final,Not available,,
MICS2,Europe and Central Asia,Tajikistan,2000,Completed,Final,Available,Tajikistan 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Tajikistan/2000/Datasets/Tajikistan%202000%20MICS_Datasets.zip
MICS2,West and Central Africa,Togo,2000,Completed,Final,Available,Togo 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/West%20and%20Central%20Africa/Togo/2000/Datasets/Togo%202000%20MICS_Datasets.zip
MICS2,Latin America and Caribbean,Trinidad and Tobago,2000,Completed,Final,Available,Trinidad and Tobago 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Trinidad%20and%20Tobago/2000/Datasets/Trinidad%20and%20Tobago%202000%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Tunisia,2000,Completed,Final,Not available,,
MICS2,Europe and Central Asia,Ukraine,2000,Completed,Final,Not available,,
MICS2,Europe and Central Asia,Uzbekistan,2000,Completed,Final,Available,Uzbekistan 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Europe%20and%20Central%20Asia/Uzbekistan/2000/Datasets/Uzbekistan%202000%20MICS_Datasets.zip
MICS2,Latin America and Caribbean,"Venezuela, Bolivarian Republic of",2000,Completed,Final,Available,Venezuela 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Venezuela%2C%20Bolivarian%20Republic%20of/2000/Datasets/Venezuela%202000%20MICS_Datasets.zip
MICS2,East Asia and the Pacific,Viet Nam,2000,Completed,Final,Available,Viet Nam 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/East%20Asia%20and%20the%20Pacific/Viet%20Nam/2000/Datasets/Viet%20Nam%202000%20MICS_Datasets.zip
MICS2,Europe and Central Asia,"Yugoslavia, The Federal Republic of (including current Serbia and Montenegro)",2000,Completed,Final,Not available,,
MICS2,Latin America and Caribbean,Suriname,1999-2000,Completed,Final,Available,Suriname 2000 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Latin%20America%20and%20Caribbean/Suriname/1999-2000/Datasets/Suriname%202000%20MICS_Datasets.zip
MICS2,Europe and Central Asia,Georgia,1999,Completed,Final,Not available,,
MICS2,West and Central Africa,Nigeria,1999,Completed,Final,Not available,,
MICS2,Europe and Central Asia,"North Macedonia, Republic of",1999,Completed,Final,Not available,,
MICS2,East Asia and the Pacific,Philippines,1999,Completed,Final,Available,Philippines 1999 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/East%20Asia%20and%20the%20Pacific/Philippines/1999/Datasets/Philippines%201999%20MICS_Datasets.zip
MICS2,Middle East and North Africa,Sudan (South),1999,Completed,Final,Not available,,
MICS2,Eastern and Southern Africa,Zambia,1999,Completed,Final,Available,Zambia 1999 MICS_Datasets.zip,https://mics-surveys-prod.s3.amazonaws.com/MICS2/Eastern%20and%20Southern%20Africa/Zambia/1999/Datasets/Zambia%201999%20MICS_Datasets.zip
MICS1,East Asia and the Pacific,"Korea, Democratic People's Republic of",1998,Completed,Final,Restricted,,
MICS1,South Asia,Afghanistan,1997,Completed,Final,Not available,,
MICS1,Middle East and North Africa,"Iran, Islamic Republic of",1997,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Somalia (Northeast Zone),1997,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Angola,1996,Completed,Final,Not available,,
MICS1,Latin America and Caribbean,"Bolivia, Plurinational State of",1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Burkina Faso,1996,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Burundi,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Central African Republic,1996,Completed,Final,Not available,,
MICS1,Europe and Central Asia,Croatia,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Cﾃｴte d'Ivoire,1996,Completed,Final,Not available,,
MICS1,Middle East and North Africa,Egypt,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Gabon,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Gambia,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Guinea,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Guinea-Bissau,1996,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,Indonesia,1996,Completed,Final,Not available,,
MICS1,Middle East and North Africa,Iraq,1996,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Kenya (20 of 56 districts),1996,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,Lao People's Democratic Republic,1996,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Lesotho,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Mali,1996,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,Mongolia,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Niger,1996,Completed,Final,Not available,,
MICS1,Latin America and Caribbean,Panama,1996,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,Philippines,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Sao Tome and Principe,1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Senegal,1996,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Somalia (Northwest Zone - Somaliland),1996,Completed,Final,Not available,,
MICS1,Middle East and North Africa,State of Palestine (West Bank and Gaza Strip),1996,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,"Tanzania, United Republic of",1996,Completed,Final,Not available,,
MICS1,West and Central Africa,Togo,1996,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,Viet Nam,1996,Completed,Final,Not available,,
MICS1,Middle East and North Africa,Yemen,1996,Completed,Summary,Not available,,
MICS1,Europe and Central Asia,"Yugoslavia, The Federal Republic of (including current Serbia and Montenegro)",1996,Completed,Final,Not available,,
MICS1,South Asia,Nepal (Six Cycles),1995-1997,Completed,Final,Not available,,
MICS1,South Asia,India,1995-1996,Completed,Summary,Not available,,
MICS1,West and Central Africa,Mauritania,1995-1996,Completed,Final,Not available,,
MICS1,Middle East and North Africa,Algeria,1995,Completed,Final,Not available,,
MICS1,South Asia,Bangladesh,1995,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,China,1995,Completed,Final,Not available,,
MICS1,West and Central Africa,"Congo, Democratic Republic of the",1995,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Eswatini,1995,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Ethiopia,1995,Completed,Final,Not available,,
MICS1,West and Central Africa,Ghana,1995,Completed,Summary,Not available,,
MICS1,Middle East and North Africa,"Iran, Islamic Republic of",1995,Completed,Final,Not available,,
MICS1,Europe and Central Asia,Kyrgyzstan,1995,Completed,Final,Not available,,
MICS1,West and Central Africa,Liberia,1995,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Madagascar,1995,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Malawi,1995,Completed,Final,Not available,,
MICS1,South Asia,Maldives,1995,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Mozambique,1995,Completed,Final,Not available,,
MICS1,East Asia and the Pacific,"Myanmar, Republic of the Union of",1995,Completed,Final,Not available,,
MICS1,West and Central Africa,Nigeria,1995,Completed,Final,Not available,,
MICS1,Middle East and North Africa,Oman,1995,Completed,Final,Not available,,
MICS1,South Asia,Pakistan,1995,Completed,Final,Not available,,
MICS1,West and Central Africa,Sierra Leone,1995,Completed,Final,Not available,,
MICS1,Middle East and North Africa,"Sudan (including current South Sudan, Republic of)",1995,Completed,Final,Not available,,
MICS1,Middle East and North Africa,Syrian Arab Republic,1995,Completed,Final,Not available,,
MICS1,Europe and Central Asia,Turkey,1995,Completed,Preliminary,Not available,,
MICS1,Europe and Central Asia,Turkmenistan,1995,Completed,Final,Not available,,
MICS1,Eastern and Southern Africa,Zambia,1995,Completed,Final,Not available,,
MICS1,South Asia,Bangladesh,1993,Completed,Final,Not available,,
